INDEX,도메인,카테고리,상품명,상품평,데이터구분
30415,가전,주방가전,○○ M** 일반구매,디자인보고 구매했는데 역시나 실물로 보니 더 예쁘네요. 기계음도 카랑카랑하고 음식하다가 깜빡할때 알림음으로 알려줘서 좋아요.,쇼핑몰
30416,가전,주방가전,○○ M** 일반구매,디자인 정말 깔끔하고 심플해서 마음에 드네요. 예뻐요. 출력을 조절할수 있어서 다양한 요리가 가능하네요!!!!만족!!!,쇼핑몰
30417,가전,주방가전,○○ M** 일반구매,소음이 굉장히 심한 편이라서 좀 아쉬워요. 성능부분에선 가열 해동 출력모드 마음에 마음에 들어요.,쇼핑몰
30420,가전,주방가전,○○ M** 일반구매,23L 용량이 엄청 클줄알았는데 작아요. 너무 작아서 당황했네요. 앞에 선반은 강화유리고 내부안에도 유리로 되어있어서 쉽게 깨질거 같아요. 조심히 사용해야해서 불안하네요.,쇼핑몰
30422,가전,주방가전,○○ M** 일반구매,작동시에 돌아가는 소음이 굉장히 커서 불편해요. 그리고 사이즈가 굉장히 큽니다. 공간차지해서 번거로워요.,쇼핑몰
30423,가전,주방가전,○○ M** 일반구매,탈취기능이 있는데도 새 제품 냄새가 계속 나서 음식할때 거슬리네요. 사이즈도 생각보다 커서 공간차지해서 별로예요.,쇼핑몰
30425,가전,주방가전,○○ M** 일반구매,전자레인지 버튼식이라 사용하기가 편해서 좋아요. 조리로는 짱입니다. 아쉬운점이 흰색이 생각보다 싼티나 보이는 흰색컬러라 그게 좀 아쉽습니다.,쇼핑몰
30427,가전,주방가전,○○ M** 일반구매,시간조절이 10초 30초단위로 되어있어 좋아요~  그런데 버튼 터치가 잘안되네요...불량인가요....,쇼핑몰
30428,가전,주방가전,○○ M** 일반구매,출력이 1000W라 확실히 조리시간이 빨라서 좋네요. 맨날 싼제품만 쓰다가 브랜드 제품쓰니 왜 브랜드 브랜드 하는지 알것 같아요 좋아요.,쇼핑몰
30429,가전,주방가전,○○ M** 일반구매,"디자인이 너무 마음에 들어 계속 사고싶어서 고민하다 드디어 질렀네요. 너무 예뻐요. 
받아서 사용중인데 안에 고무패드가 자꾸 빠져서 불편하네요. 잘 고정해서 써야해요",쇼핑몰
30430,가전,주방가전,○○ M** 일반구매,전에도 이 브랜드 계열써서 이번에도 구입했는데 역시나 브랜드값 해요 좋아요. 제품 받아서 사용해보니 냄새가 나서 좀있음 빠지겠지 했는데도 계속 나네요 불쾌해요.,쇼핑몰
30431,가전,주방가전,○○ M** 일반구매,디지털로 된걸로는 처음 사용해보는데 굉장히 불편하네요. 사용법에 익숙해져야할것 같아요. 그리고 레인지 크기가 정말 커서 사실때 한번더 확인해보셔야할듯 해요 당황했네요;;,쇼핑몰
30433,가전,주방가전,○○ M** 일반구매,전자레인지가 이렇게 깔끔하고 예뻐도 되나 할정도로 디자인 정말 세련됐습니다. 다만 작동시에 돌아가는 소음이 생각보다 커서 놀래요. 그거빼곤 만족스러워요.,쇼핑몰
30436,가전,주방가전,○○ M** 일반구매,"식탁위에 쓰려고했더니 전자레인지 전원선이 좀 짧아 주렁주렁 지저분하게 됐어요. 전원선을 좀 길게 만들어줬음 좋겠어요.
버튼이 여러개 있긴한데 사용법에 익숙해지려면 좀 걸릴거 같아요 사용법이 어려워요.",쇼핑몰
30437,가전,주방가전,○○ M** 일반구매,전자렌지가 중형인데도 사이즈가 작아서 좋네요. 다른 레인지에 비해 출력모드 조절가능해서 시간이 확실히 훅 줄어 좋네요.,쇼핑몰
30438,가전,주방가전,○○ M** 일반구매,간편조리기능도 좋고 가열 해동 기능 다 너무 잘되서 좋아요. 색상도 깔끔해서 화이트 선택했는데 잘선택한거 같습니다. 예뻐요,쇼핑몰
30441,가전,주방가전,○○ M** 일반구매,쓸 수 있는 기능이 많은거 같은데 아직 작동법이 어려워 뎁히는데만 쓰고있네요. 전에 쓰던 렌지보다 시간단축이 빨라서 좋네요.,쇼핑몰
30442,가전,주방가전,○○ M** 일반구매,컬러가 화이트가 맘에들어 샀는데 역시나 너무 깔끔하고 예뻐요. 사용하기도 굉장히 간단해서 좋네요.,쇼핑몰
30443,가전,주방가전,○○ M** 일반구매,전체적으로 화이트톤이라 너무 깨끗하고 블링블링하네요. 고급스러워요. 전자레인지가 작동시에나 끝나고 나는 알림음들이 굉장이 요란해요. 신경쓰입니다.,쇼핑몰
30445,가전,주방가전,○○ M** 일반구매,"사이즈가 크다는 평이 많았는데 저는 생각보다 오히려 아담해서 놀랐네요. 사이즈 딱 좋아요.
그리고 올 화이트라 너무 깔끔해서 마음에 듭니다.",쇼핑몰
30448,가전,주방가전,○○ M** 일반구매,"출력모드 조절되는게 좋아서 샀는데 진짜 최고네요 시간 효율적으로 쓸수있고 빨리 녹아서 좋아요.
안에 용량도 넓어서 사용하기 편해요 좋네요.",쇼핑몰
30450,가전,주방가전,○○ M** 일반구매,상품 제조일이 최신년도라 믿고 샀어요. 오래오래 쓸께요. 탈취기능이 제일 맘에들어요 냄새가 아주 하나도 안나요.,쇼핑몰
30451,가전,주방가전,○○ M** 일반구매,메뉴버튼이 굉장히 간단해서 놀랬네요ㅎ 사용하기는 쉬워보여요 당장 전자레인지가 망가져서 구매하긴했지만 가격대비 좀 아깝단 생각드네요 그냥저냥 쓸께요.,쇼핑몰
30452,가전,주방가전,○○ M** 일반구매,몇초만 돌려도 금방 뜨거워집니다. 너무 만족스러워요. 그만큼 소리도 엄청큽니다 가열시에 돌아가는소리가 어마무시하네요;;,쇼핑몰
30453,가전,주방가전,○○ M** 일반구매,할인받아서 싸게 사 기분 좋네요. 합리적으로 잘 산것 같아요. 하지만 제품 받아서 사용중인데 계속 냄새가 안없어지네요ㅜㅜ탈취기능이 전혀 효과가 없는듯해요,쇼핑몰
30454,가전,주방가전,○○ M** 일반구매,화이트색상 구입하고싶었는데 딱 발견했네요. 너무 예뻐요. 1000W 출력 가능한 제품이라 역시 빨리 조리되네요. 얼마 안돌려도되서 좋아요.,쇼핑몰
30455,가전,주방가전,○○ M** 일반구매,"제품 받아서 사용하자마자 플라스틱 같은 냄새가 나더니 며칠동안 계속 나서 불쾌해요. 언제 없어지련지ㅡㅡ
그리고 안에 용량도 넓지 않아서 당황스러웠네요.",쇼핑몰
30456,가전,주방가전,○○ M** 일반구매,"화이트를 좋아해서 고민하다 샀는데 생각한거보다 좀 싼티나는 컬러네요. 아쉬워요.
알림음이랑 작동시 소리도 굉장히 소음이 나는 편입니다. 귀아파요.",쇼핑몰
30457,가전,주방가전,○○ M** 일반구매,작동법 편리한게 정말 최고네요. 누구나 사용하기 쉬워요. 다만 문이 자동문이나 버튼식이 아니라 그냥 제가 수동으로 열어야해서 불편해요.,쇼핑몰
30458,가전,주방가전,○○ M** 일반구매,전에 쓰던거 고장나서 이브랜드꺼 구입해봤는데 역시 믿음가네요. 너무 좋아요. 안에 내부 구성도 깔끔하고 회전링이 육각이라 덜컹거리지 않아 좋아요.,쇼핑몰
30459,가전,주방가전,○○ M** 일반구매,화이트컬러라 확실히 깨끗하고 예쁩니다. 다만 단점이 절전버튼이 없어 자동으로 꺼질때까지 그냥 켜져있네요.,쇼핑몰
30460,가전,주방가전,○○ M** 일반구매,화이트 톤이라 확실히 세련되보여요 다른 가전들이랑도 잘어울려요. 가열도 확실히 빠르게 되서 너무 편해요.,쇼핑몰
30461,가전,주방가전,○○ M** 일반구매,소음이 생각보다 굉장히 요란스러워서 깜짝놀랬네요. 그거말고는 다 만족스러워요 역시 가전은 이 브랜드라고 할 정도로 최고네요.,쇼핑몰
30462,가전,주방가전,○○ M** 일반구매,조리완료시에 나오는 멜로디가 있는데 정말 큽니다 깜짝놀랬어요. 안에 받침대랑 겉은 강화유리인데 전체적인건 스테인리스 재질이라 싼티나보여서 좀 그래요.,쇼핑몰
30465,가전,주방가전,○○ M** 일반구매,"화이트톤 전자레인지를 찾고있었는데 딱 제가 원하는 거여서 구매했는데 역시나 예뻐요.
디자인도 마찬가지로 정말 깔끔하고 심플해서 좋네요.
",쇼핑몰
30466,가전,주방가전,○○ M** 일반구매,버튼이 굉장히 간단하게 되어있어서 당황했네요ㅎ 가격대비 그렇게 엄청 좋진 않아요. 비싼 이유를 잘 모르겠어요 그냥저냥 쓸 생각입니다.,쇼핑몰
30467,가전,주방가전,○○ M** 일반구매,색상이 흰색이라 떼가 잘탄다는 평이있어 고민했는데 전혀 아니네요 너무 좋아요. 소음도 이정도면 조용한 편이고 너무 마음에 듭니다.,쇼핑몰
30469,가전,주방가전,○○ M** 스테인리스,디자인 너무 깔끔하고 심플해서 마음에 들어요 최고입니다. 저렴하게 구입해서 만족스러워요. 가성비 값인 제품입니다.,쇼핑몰
30471,가전,주방가전,○○ M** 스테인리스,"타 브랜드꺼 10년넘게 쓰다가 이브랜드로 바꿨는데 추천한 이유를 알겠네요 너무 좋아요.
전체적으로 사이즈가 작아져서 좋구요. 안에 내부는 넓고 깊어서 훨씬 좋네요^^",쇼핑몰
30472,가전,주방가전,○○ M** 스테인리스,광파오븐 10년넘게 쓰다가 전자레인지로 바꿨는데 성능 정말 최고네요. 짱입니다. 음식 하는 것도 사용하기 쉬워서 웬만한 요리는 전자레인지로 다 처리하네요,쇼핑몰
30476,가전,주방가전,○○ M** 스테인리스,디자인이 마음에 들어서 주문했는데 역시나^^ 너무 예뻐요. 인버터 시스템이라 전기세 걱정도 없어서 너무 좋네요.,쇼핑몰
30478,가전,주방가전,○○ M** 스테인리스,"25리터 용량이라고 해서 엄청 큰줄 알았는데 내부 공간이 굉장히 협소합니다.
작동시에 소음도 굉장히 커서 거슬려요.",쇼핑몰
30479,가전,주방가전,○○ M** 스테인리스,이번에 고장나 이 브랜드 샀는데 디자인 외관 깨끗하고 심플해서 좋네요. 그리고 무엇보다 조작이 간편해서 손쉽게 사용할 수 있어 좋아요.,쇼핑몰
30480,가전,주방가전,○○ M** 스테인리스,왜 다들 디자인 칭찬했는지 알 정도로 깔끔하고 심플 그자체네요. 예뻐요. 그리고 그 전엔 문열림이 버튼식을 사용하다 수동으로 댕겨야해서 불편해요.,쇼핑몰
30483,가전,주방가전,○○ M** 스테인리스,"요즘 인버터 시스템이 대세라길라 구매했는데 역시 전기세 걱정은 없네요.
근데 생각보다 정말 작동시 소음이 굉장히 크고 알림음도 시끄러워요ㅡㅡ",쇼핑몰
30487,가전,주방가전,○○ M** 스테인리스,"가격이 생각보다 비싼편이라 고민하고 구매했는데 정말 마음에 듭니다. 자동데우기, 스마트진단 등등 기능들이 굉장히 훌륭하고 사용하기 편해 좋아요.",쇼핑몰
30489,가전,주방가전,○○ M** 스테인리스,외부 버튼에 30초버튼이랑 시작버튼까지 깔끔하게 잘 되어있어 조작하기가 쉬워요. 역시 가전은 이 브랜드네요. 최곱니다.,쇼핑몰
30491,가전,주방가전,○○ M** 스테인리스,출력 기능이 좋아서 음식이 빨리 데워져 좋습니다. 색상은 좀 올드해서 별로예요;,쇼핑몰
30492,가전,주방가전,○○ M** 스테인리스,"배송인 너무 느려서 기다리다가 혼났습니다 짜증나네요. 
손으로 잡고 열어야 되는데 문이 뻑뻑합니다
디자인은 세련되고 고급스러워서 마음에 듭니다~
",쇼핑몰
30493,가전,주방가전,○○ M** 스테인리스,내부가 생각보다 너무 작아서 피자 같은 건 못 돌려서 아쉽네요. 디자인은 깔끔하고 좋습니다~,쇼핑몰
30494,가전,주방가전,○○ M** 스테인리스,디자인이 특이하고 보면 볼 수록 마음에 듭니다. 그런데 내부가 생각했던 거 보다 많이 작아서 별로입니다 ㅠ,쇼핑몰
30495,가전,주방가전,○○ M** 스테인리스,"배송은 너무 느려서 짜증이 확 나네요 -_-!! 
디자인은 깔끔하고 주방이랑 잘 어울려서 좋아요. 소음도 별로 없고 조용하니 만족이고요~

",쇼핑몰
30499,가전,주방가전,○○ M** 스테인리스,"작동시 소음 정말 조용하네요~~ 디자인도 완전 깔끔하니 이뻐서 만족해요~
",쇼핑몰
30500,가전,주방가전,○○ M** 스테인리스,다른 전자렌지와 달리 예쁜 소리가 나서 만족 스럽고요~ 배송 진짜 빨라서 최고에요. 디자인까지 고급지고 예뻐서 너무 마음에 듭니다~,쇼핑몰
30501,가전,주방가전,○○ M** 스테인리스,출력 기능이 좋아서 음식이 잘 데워지고 좋습니다~  디자인도 고급스러운게 아주 마음에 듭니다.,쇼핑몰
30502,가전,주방가전,○○ M** 스테인리스,디자인 세련되고 너무 이뻐서 만족합니다~ 출력 기능을 손수 조절 할 수 있어서 너무 좋네요~,쇼핑몰
30503,가전,주방가전,○○ M** 스테인리스,전자레인지 코드가 너무 짧아서 별로예요;;  디자인은 깔끔하니 집안 분위기랑 잘 어울려서 좋네요,쇼핑몰
30505,가전,주방가전,○○ M** 스테인리스,생각보다 전자레인지 내부가 너무 작아서 불편하네요. 출력기능은 좋아서 음식 데워지는 속도는 빨라서 만족해요.,쇼핑몰
30507,가전,주방가전,○○ M** 스테인리스,디자인은 깔끔하고 이뻐서 마음에 듭니다. 내부는 너무 아담해서 음식이 많이 안들어가 별로입니다ㅠ,쇼핑몰
30511,가전,주방가전,○○ M** 스테인리스,탈취 기능이 없어서 별로에요 ㅠ 디자인은 세련되고 깔끔하니 주방이랑 잘 어울려서 좋습니다,쇼핑몰
30512,가전,주방가전,○○ M** 스테인리스,"출력기능은 좋아서 음식은 골고루 잘 데워져서 좋음 그러나 재질을 싸구려를 쓴 건지 기스가 너무 많이 나서 별로임. 그리고 전원 선 자체가 너무 짧아서 콘센트에 꽂기가 짜증남.


",쇼핑몰
30513,가전,주방가전,○○ M** 스테인리스,"기사님이 직접 배송해주셔서 너무 좋아요~ 디자인도 너무 깔끔하고 이뻐서 마음에 듭니다
설명서가 함께 들어있지 않아서 많이 당황했습니다.",쇼핑몰
30514,가전,주방가전,○○ M** 스테인리스,"배송도 안전하게 잘 와서 만족하고요~ 
디자인은 아주 고급스럽고 너무 이쁩니다만,
색상이 스테인리스라 그런지 손자국이 너무 많이 나네요ㅠㅠ

",쇼핑몰
30515,가전,주방가전,○○ M** 스테인리스,색상은 좀 올드해보여서 별로입니다. 디자인은 주방이랑 잘 어울려서 마음에 쏙 듭니다,쇼핑몰
30516,가전,주방가전,○○ M** 스테인리스,"디자인이 바닥이 너무 낮아서 별로에요; 열어보니 제품에 문 앞 쪽에 기스가 났어요 짜증나네요 ㅠ
",쇼핑몰
30517,가전,주방가전,○○ M** 스테인리스,"배송도 안전하고 신속하게 와서 좋고요~
디자인은 주방이랑 잘 어울려서 마음에 쏙 듭니다 ^^
그런데 연결 코드선이 너무 짧아서 코드 꽂기가 너무 불편하네요

",쇼핑몰
30518,가전,주방가전,○○ M** 스테인리스,"조리실내부가  전보다 확장되어  용량이 커져 다양한 요리가 가능해요~~ 디자인 너무 고급스럽고 예뻐서 마음에 쏙 드네요~
",쇼핑몰
30519,가전,주방가전,○○ M** 스테인리스,"사자마자 가격을 내려서 너무 속상하네요 ㅠ 디자인 너무 이쁘고 세련되서 마음에 들고요~ 배송은 너무 느려서 별로에요 ㅠ

",쇼핑몰
30520,가전,주방가전,○○ M** 스테인리스,"전자렌지 뚜껑을 열어 놓으면 내부 불이 자동으로 안 꺼져서 불편하네요, 디자인은 깔끔하고 고급스러워서 마음에 듭니다~
",쇼핑몰
30521,가전,주방가전,○○ M** 스테인리스,내부가 너무 작아서 큰 그릇은 엄두도 못냅니다 별로에요~ 마음에 드는건 디자인 깔끔하고 이뻐요,쇼핑몰
30523,가전,주방가전,○○ M** 스테인리스,소리가 다른 전자레인지에 비해 너무 이뻐서 마음에 듭니다. 디자인이 심플해서 주방이 환해지네요~ 굿,쇼핑몰
30524,가전,주방가전,○○ M** 스테인리스,기사님 짱 친절! 너무 감사하네요~ 디자인 완전 세련되서 좋고요~ 알림음도 멜로디라 너무 이쁘고 마음에 듭니다~,쇼핑몰
30525,가전,주방가전,○○ M** 스테인리스,음식 데우는 시간이 빨라서 좋습니다~ 디자인도 깔끔하니 아주 마음에 듭니다,쇼핑몰
30526,가전,주방가전,○○ M** 스테인리스,성능 완전 좋아요~ 음식이 빨리 데워지니까 굿!!  디자인도 깔끔하고 심플해서 마음에 듭니다,쇼핑몰
30527,가전,주방가전,○○ M** 스테인리스,전자렌지 기계 소리가 은근 커서 별로네요. 가격도 다른 제품에 비해서 비싸서 별로.. 디자인은 심플하니 좋아요,쇼핑몰
30528,가전,주방가전,○○ M** 스테인리스,"배송이 너무 오래 걸려서 마음에 안들어요. 디자인은 깔끔하니 이뻐서 마음에 들고, 음식 데워지는 시간도 빨라서 좋네요
",쇼핑몰
30530,가전,주방가전,○○ M** 스테인리스,소재가 별로에요 지문이 너무 많이 묻고 기스가 생기네요. 디자인은 깔끔하니 마음에 듭니다 ~,쇼핑몰
30531,가전,주방가전,○○ M** 스테인리스,오프라인에서 본 거 보다 저렴하게 사서 마음에 듭니다. 디자인이 심플하니 집이랑 잘 어울려 만족해요~,쇼핑몰
30532,가전,주방가전,○○ M** 스테인리스,"강화유리를 사용해서 높은 내구성을 자랑하네요 ㅎㅎ 디자인도 깔끔하고 예쁘니 만족이요~
",쇼핑몰
30533,가전,주방가전,○○ M** 스테인리스,배송이 너무 느려서 별로에요.. 디자인은 고급지고 세련되서 마음에 들고요 사이즈도 아담해서 이쁩니다,쇼핑몰
30534,가전,주방가전,○○ M** 스테인리스,생각보다 용량이 커서 너무 좋네요~ ^^ 역시 가격은 온라인이 훨씬 저렴해서 만족합니다~,쇼핑몰
30537,가전,주방가전,○○ M** 스테인리스,큰 그릇도 들어갈 수 있는 용량이 마음에 들어요^^ 제품 사용시 소리가 많이 커서 아쉽네요 ㅠ,쇼핑몰
30538,가전,주방가전,○○ M** 스테인리스,"역시 가전제품은 ooo 입니다 살때마다 만족이에요. 배송도 신속하게 와서 좋고요~ 디자인도 깔끔하니 마음에 쏙 듭니다

",쇼핑몰
30539,가전,주방가전,○○ M** 스테인리스,"성능이 좋아서 음식이 빨리 익네요 굿! 디자인도 깔끔하고 예뻐서 마음에 쏙 들고요~ 배송도 생각보다 빨리 와서 좋았습니다

보류 
",쇼핑몰
30540,가전,주방가전,○○ M** 스테인리스,"디자인은 깔끔하고 이쁩니다~ 내부가 너무 작아서 작은 그릇밖에 안들어가니 별로고요. 배송도 너무 느려서 짜증났습니다

보류 
",쇼핑몰
30542,가전,주방가전,○○ M** 스테인리스,"배송 엄청 느리고 기사님 요구사항 하나도 안 들어주고 짜증나네요. 
받아보니 문이 뻑뻑해서 열고 닫기가 어렵고,
색상도 올드하고 여러모로 별로입니다
",쇼핑몰
30544,가전,주방가전,○○ M** 스테인리스,"세일 해서 저렴한 가격으로 잘 샀어요! 배송도 완전 빠르고 굿입니다~ 디자인도 멋지고 세려돼서 기분이 좋습니다!

",쇼핑몰
30545,가전,주방가전,○○ M** 스테인리스,"일단 소음이 적어서 집안이 조용하니 좋네요~ 가격은 다른 제품보다 비싸서 아쉽네요 배송은 빨라서 너무 마음에 듭니다^^

보류 
",쇼핑몰
30547,가전,주방가전,○○ M** 스테인리스,"손잡이가 없어서 문 열고 닫을 때 불편합니다. 배송도 너무 느려서 별로고요... 기능은 좋아서 음식이 빨리 데워지니 만족합니다.

",쇼핑몰
30548,가전,주방가전,○○ M** 스테인리스,"전자렌지 자체가 별로 튼튼해 보이지 않아서 별로요.. 
또한 문이 버튼식 오픈 제품이 아니라 잡고 열어야 해서 불편합니다
배송은 빨라서 만족입니다~
",쇼핑몰
30549,가전,주방가전,○○ M** 스테인리스,"디자인 깔끔하고 이뻐서 마음에 듭니다~ 인버터 방식이라 에너지 손실을 최소화해서 좋습니다~
배송은 너무 느려서 아쉽습니다 ㅠㅠ

",쇼핑몰
30550,가전,주방가전,○○ M** 스테인리스,"색상이 좀 많이 칙칙하고 별로에요, 사용할 때 기계음이 커서 불편하네요

",쇼핑몰
30551,가전,주방가전,○○ M** 스테인리스,"디자인 고급스럽고 세련되서 마음에 쏙 듭니다~ 배송, 친절한 기사님 넘 감사해요~ 기능도 스마트해서 마음에 쏙드네요~",쇼핑몰
30556,가전,주방가전,○○ M** 스테인리스,"세련되고 깔끔한 디자인 이쁘네요~!!
소음도 신경쓸정도로 크지 않아서 괜찮네요

배송은 좀 많이 느립니다.. 별로...
",쇼핑몰
30557,가전,주방가전,○○ M** 스테인리스,"스테인리스라서 디자인이 아주 깔끔해보여서 만족! 내부가 좁아서 부피가 큰 요리 데우기 힘들어서 아쉬움..
",쇼핑몰
30559,가전,주방가전,○○ M** 스테인리스,"사진으로 본 디자인 그대로라 주방이랑 잘 어울리고 
항균 이지 코팅이라 좀 더 안심하고 사용할 수 있어 만족이요~ 
배송도 딱 원하는 날짜에 와서 아주 굿입니다.

",쇼핑몰
30562,가전,주방가전,○○ M** 스테인리스,"배송일에 부재중으로 폐가전 만 문 앞에 두어 외출했는데 잊지 않고 폐가전까지 처리해 주셔서 감사합니다. 조작법도 단순해서 너무 편리합니다.
작동하면 미세한 모터음이 들리지만 거슬릴정도는 아니에요. 만족합니다.",쇼핑몰
30564,가전,주방가전,○○ M** 스테인리스,"배송 빨라서 너무 마음에 들고요~ 세일할때 구매해서 저렴하게 잘 샀어요 만족합니다. 상품도 이상 없이 잘 작동되고 좋네요~
",쇼핑몰
30565,가전,주방가전,○○ M** 스테인리스,"쿠폰 있어서 저렴하게 구매할 수 있어서 만족이요. 디자인 깔끔하고 세련되서 좋고, 배송 신속해서 대 만족입니다

보류 
",쇼핑몰
30567,가전,주방가전,○○ M** 스테인리스,디자인 고급지고 세련되서 좋고요. 내부가 생각보다 너무 작아서 큰 그릇 돌리기 힘들어요 아쉽네요,쇼핑몰
30568,가전,주방가전,○○ M** 스테인리스,음식이 골고루 데워지니까 너무 좋습니다. 디자인도 세련돼서 마음에 듭니다. 크기도 적당하니 주방 아무데나 올려놔도 좋아요,쇼핑몰
30570,가전,주방가전,○○ M** 스테인리스,제가 생각한 색보다는 점 어두워서 실망했는데 ㅜㅜ 와이드형 디자인은 다행히 이쁘네요,쇼핑몰
30571,가전,주방가전,○○ M** 스테인리스,내부에 청소 기능이 따로 있어서 만족입니다.  디자인 완전 이뻐서 좋고요.,쇼핑몰
30572,가전,주방가전,○○ M** 스테인리스,컬러감 조합이 고급스럽고 화면보다 밝아서 다행입니다. 손잡이가 매립되어 있는 디자인이라서 심플하네요. 상품도 문제 없이 작동이 잘 됩니다,쇼핑몰
30573,가전,주방가전,○○ M** 스테인리스,"사용법도 아주 간단해서 편리합니다. 배송도 빨라서 좋고요 디자인도 예뻐서 마음에 쏙 듭니다 
보류 
",쇼핑몰
30574,가전,주방가전,○○ M** 스테인리스,내부가 너무 작아서 별로에요. 색상도 칙칙하니 사진보다 예쁘지 않아서 실망했습니다,쇼핑몰
30575,가전,주방가전,○○ M** 스테인리스,전자레인지 작동음이 조용하니~ 아주 좋습니다. 디자인도 예쁘니 마음에 들고요.,쇼핑몰
30576,가전,주방가전,○○ M** 스테인리스,디자인이 세련돼 보여서 마음에 쏙 듭니다. 그런데 내부가 많이 작아서 별로네요 ㅠ 가격도 다른 제품에 비하면 좀 많이 비싸서 아쉽네요,쇼핑몰
30577,가전,주방가전,○○ M** 스테인리스,"색상도 사진보다 어두워서 별로 안이쁘고, 소재도 지문이 많이 묻는 소재라 지저분해보여서 별로에요",쇼핑몰
30578,가전,주방가전,○○ M** 스테인리스,디자인 세련되고 이뻐서 마음에 쏙 들어요. 그런데 색상은 사진보다 칙칙해 보여서 별로 입니다,쇼핑몰
30579,가전,주방가전,○○ M** 스테인리스,"설치해 주시는 상품인 줄 알았는데 배송만 되는 상품이네요. 그런데도 폐가전까지 처리해 주셔서 감동했습니다.  컬러감이 고급스러운 상품이라서 너무나 만족 합니다.
쿠폰과 할인행사 등으로 생각보다 저렴하게 구매해 좋네요.",쇼핑몰
30581,가전,주방가전,○○ M** 스테인리스,소재가 문만 스테인리스였네요.. 사진이랑 달라서 별로네요. 소음은 조용하니 쓰기 좋네요~,쇼핑몰
30582,가전,주방가전,○○ M** 스테인리스,기능이 여러가지라 쓰기 좋네요~ 그런데 전자레인지 내부가 생각보다 너무 좁아서 별로에요,쇼핑몰
30583,가전,주방가전,○○ M** 스테인리스,"디자인이 세련되고 깔끔해 보여서 좋고요, 전자레인지 사이즈도 아담해서 마음에 듭니다.",쇼핑몰
30584,가전,주방가전,○○ M** 스테인리스,"배송이 너무 늦어서 짜증났어요 ㅠㅠ 알림음은 조용하니 마음에 들고요. 해동기능도 아주 잘 되서 만족합니다. 보류 
",쇼핑몰
30585,가전,주방가전,○○ M** 스테인리스,실버 색감이 촌스럽지 않고 깔끔하고요. 디자인도 심플하고 이쁘게 잘 빠져 너무나 좋습니다^^,쇼핑몰
30587,가전,주방가전,○○ M** 스테인리스,디자인이 깔끔해서 너무 마음에 드네요~ 가전제품은 ㅇooo 에서만 구입해요~항상 만족입니다. 가격이 조금 비싸지만 마음에 듭니다.,쇼핑몰
30589,가전,주방가전,○○ M** 스테인리스,스마트 터치라 터치도 잘되고 좋습니다. 디자인도 예쁘고 깔끔해서 만족스러워요,쇼핑몰
30592,가전,주방가전,○○ M** 스테인리스,배송 완전 신속해서 마음에 들고요~ 오프라인보다 저렴하게 구매해서 기분이 좋습니다~ 주방 가전제품들이랑 놓으니 잘 어울리고 좋아요,쇼핑몰
30593,가전,주방가전,○○ M** 스테인리스,용량이 넉넉하니 아주 굿입니다. 소음도 조용하니 귀가 편하고요~ 디자인도 깔끔 세련되서 주방이랑 너무 잘 어울려요 굿,쇼핑몰
30594,가전,주방가전,○○ M** 스테인리스,디자인 사이즈 크지 않고 적당합니다. 근데 내부 용량은 커서 더 마음에 듭니다  디자인도 원츄 하는 스타일 입니다. 굿,쇼핑몰
30595,가전,주방가전,○○ M** 스테인리스,디자인이 무난하고 깔끔해서 마음에 들고요. 용량도 커서 부피가 큰 음식도 들어가니 만족합니다.,쇼핑몰
30599,가전,주방가전,○○ M** 스테인리스,"내부가 좁아서 너무 아쉽습니다. 디자인도 심플하고 예뻐서 아주 마음에 듭니다.
",쇼핑몰
30602,가전,주방가전,○○ M** 스테인리스,소음이 거의 없어서 너무 좋네요. 음식이 익는 시간도 빨라서 너무 좋네요,쇼핑몰
30607,가전,주방가전,○○ M** 스테인리스,"택배 배송 아닌 직배송으로 와서 설치까지 해주시고 주말인데도 방문해 주셔서 감동,. 모델 디자인도 너무 이뻐서 행복하네요
은은한 실버색상이 주방 전체를 화사하게 빛내주네요",쇼핑몰
30609,가전,주방가전,○○ M** 스테인리스,레인지 사이즈는 큰데 디자인이 심플해서 좋습니다.,쇼핑몰
30610,가전,주방가전,○○ M** 스테인리스,"가성비는 너무 좋은 상품입니다~ 배송기사님까지 친절해서 너무나 강추^^
손잡이 부분에 미세하게 찍힌부분이 거슬리네요.",쇼핑몰
30611,가전,주방가전,○○ M** 스테인리스,레인지 성능도 좋고 해서 마음에 들었습니다. 재질도 스테인 레이스 재질이라서 만족하고 도어 디자인도 깔끔한 매립형이라서 좋았습니다.,쇼핑몰
30612,가전,주방가전,○○ M** 스테인리스,색상 조합이 단순 화이트 색이 아닌 고급스러워서 맘에 쏙 들어요. 가격대는 비싼데 돈이 안 아까울 정도로 좋네요 강추강추,쇼핑몰
30613,가전,주방가전,○○ M** 스테인리스,색감이 고급스러워서 그런지 분위기 있어 보여요. 전자레인지 큰 용량이라서 그런지 최고네요 역시 가전은 용량이 커야 좋은 것 같아요,쇼핑몰
30614,가전,주방가전,○○ M** 스테인리스,가격은 확실히 비싼것 같아요ㅡㅜ 디자인이 심플해서 저희집 주방이랑 너무 잘 어울려 이뻐요,쇼핑몰
30615,가전,주방가전,○○ M** 스테인리스,성능이 높아서  좋은 것 같아요.  작동할때 이상한 괴음이 납니다. 상품 불량 같아서 기분이 별로 안 좋습니다,쇼핑몰
